sign,hand_0_x_0,hand_0_y_0,hand_0_z_0,hand_0_x_1,hand_0_y_1,hand_0_z_1,hand_0_x_2,hand_0_y_2,hand_0_z_2,hand_0_x_3,hand_0_y_3,hand_0_z_3,hand_0_x_4,hand_0_y_4,hand_0_z_4,hand_0_x_5,hand_0_y_5,hand_0_z_5,hand_0_x_6,hand_0_y_6,hand_0_z_6,hand_0_x_7,hand_0_y_7,hand_0_z_7,hand_0_x_8,hand_0_y_8,hand_0_z_8,hand_0_x_9,hand_0_y_9,hand_0_z_9,hand_0_x_10,hand_0_y_10,hand_0_z_10,hand_0_x_11,hand_0_y_11,hand_0_z_11,hand_0_x_12,hand_0_y_12,hand_0_z_12,hand_0_x_13,hand_0_y_13,hand_0_z_13,hand_0_x_14,hand_0_y_14,hand_0_z_14,hand_0_x_15,hand_0_y_15,hand_0_z_15,hand_0_x_16,hand_0_y_16,hand_0_z_16,hand_0_x_17,hand_0_y_17,hand_0_z_17,hand_0_x_18,hand_0_y_18,hand_0_z_18,hand_0_x_19,hand_0_y_19,hand_0_z_19,hand_0_x_20,hand_0_y_20,hand_0_z_20,face_x_0,face_y_0,face_z_0,face_x_1,face_y_1,face_z_1,face_x_2,face_y_2,face_z_2,face_x_3,face_y_3,face_z_3,face_x_4,face_y_4,face_z_4,face_x_5,face_y_5,face_z_5,face_x_6,face_y_6,face_z_6,face_x_7,face_y_7,face_z_7,face_x_8,face_y_8,face_z_8,hand_1_x_0,hand_1_y_0,hand_1_z_0,hand_1_x_1,hand_1_y_1,hand_1_z_1,hand_1_x_2,hand_1_y_2,hand_1_z_2,hand_1_x_3,hand_1_y_3,hand_1_z_3,hand_1_x_4,hand_1_y_4,hand_1_z_4,hand_1_x_5,hand_1_y_5,hand_1_z_5,hand_1_x_6,hand_1_y_6,hand_1_z_6,hand_1_x_7,hand_1_y_7,hand_1_z_7,hand_1_x_8,hand_1_y_8,hand_1_z_8,hand_1_x_9,hand_1_y_9,hand_1_z_9,hand_1_x_10,hand_1_y_10,hand_1_z_10,hand_1_x_11,hand_1_y_11,hand_1_z_11,hand_1_x_12,hand_1_y_12,hand_1_z_12,hand_1_x_13,hand_1_y_13,hand_1_z_13,hand_1_x_14,hand_1_y_14,hand_1_z_14,hand_1_x_15,hand_1_y_15,hand_1_z_15,hand_1_x_16,hand_1_y_16,hand_1_z_16,hand_1_x_17,hand_1_y_17,hand_1_z_17,hand_1_x_18,hand_1_y_18,hand_1_z_18,hand_1_x_19,hand_1_y_19,hand_1_z_19,hand_1_x_20,hand_1_y_20,hand_1_z_20
asthama,0.32809412479400635,0.8967858552932739,-2.6525395924181794e-07,0.34877800941467285,0.8110091090202332,-0.013521677814424038,0.3424469232559204,0.7241066694259644,-0.020753931254148483,0.31412583589553833,0.6721562743186951,-0.026395462453365326,0.28024762868881226,0.6769768595695496,-0.03330935537815094,0.2331283688545227,0.7375988960266113,-0.024469895288348198,0.23933908343315125,0.7635687589645386,-0.0346960723400116,0.2603799104690552,0.7845271825790405,-0.047339800745248795,0.27458634972572327,0.7951259016990662,-0.05705936998128891,0.2055913656949997,0.7947549819946289,-0.025339359417557716,0.2180464267730713,0.8188984990119934,-0.024635231122374535,0.2397918999195099,0.8345118761062622,-0.02875628136098385,0.2568853199481964,0.8430511951446533,-0.03738833963871002,0.1951131820678711,0.8560232520103455,-0.02589396759867668,0.20585665106773376,0.8731491565704346,-0.028390858322381973,0.22631770372390747,0.8818011283874512,-0.028794705867767334,0.24604737758636475,0.8874282836914062,-0.03331287205219269,0.19131572544574738,0.9123892784118652,-0.02780364267528057,0.20365217328071594,0.9284030199050903,-0.03114664927124977,0.22449885308742523,0.9328268766403198,-0.027899878099560738,0.24105952680110931,0.9343096017837524,-0.026476018130779266,0.32722342014312744,0.574266791343689,-0.04615025222301483,0.32910841703414917,0.5613489151000977,-0.04584677889943123,0.38145366311073303,0.4381082355976105,0.04353988915681839,0.3280300199985504,0.7771996259689331,-0.035219497978687286,0.3322365880012512,0.6487094163894653,-0.036880943924188614,0.3298751413822174,0.6775418519973755,-0.0340067520737648,0.3794376254081726,0.6739858388900757,-0.04576326534152031,0.31038591265678406,0.6667570471763611,0.005650537088513374,0.3246040940284729,0.7437130212783813,-0.04039822518825531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asthama,0.4269796311855316,1.075817346572876,-1.369770075143606e-07,0.44884008169174194,0.9654436111450195,-0.006776808761060238,0.43588942289352417,0.8597769141197205,-0.007854307070374489,0.3996674418449402,0.78902268409729,-0.00840915460139513,0.36441728472709656,0.762222945690155,-0.007566232234239578,0.31890422105789185,0.8669116497039795,0.013254035264253616,0.3075491189956665,0.8407042026519775,0.01611742004752159,0.33374834060668945,0.862374484539032,0.007707569748163223,0.350538432598114,0.8851928114891052,4.882723260379862e-06,0.29279574751853943,0.9235842227935791,0.014350063167512417,0.29115673899650574,0.893976628780365,0.022842153906822205,0.31608209013938904,0.9095966219902039,0.014725198969244957,0.3329800069332123,0.9349783658981323,0.00525649543851614,0.2814180254936218,0.9793328046798706,0.015219851396977901,0.27911102771759033,0.9476393461227417,0.022975148633122444,0.2993835508823395,0.9599431753158569,0.023475008085370064,0.3156782388687134,0.9835388660430908,0.020229728892445564,0.2764263153076172,1.0285087823867798,0.015072614885866642,0.26921775937080383,0.9951801896095276,0.021924391388893127,0.28665757179260254,1.0075230598449707,0.030183490365743637,0.3003232479095459,1.025326132774353,0.035930708050727844,0.39507538080215454,0.6050546765327454,-0.05488282069563866,0.39540988206863403,0.5909032225608826,-0.055146947503089905,0.41224586963653564,0.44905632734298706,0.04402787983417511,0.39700156450271606,0.8012793064117432,-0.041920144110918045,0.3972964584827423,0.6804328560829163,-0.039933525025844574,0.39769938588142395,0.6860337257385254,-0.04112688824534416,0.44163739681243896,0.6980408430099487,-0.030435359105467796,0.36100658774375916,0.6967923641204834,-0.01395410019904375,0.3955913186073303,0.765491783618927,-0.05151081457734108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asthama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43151408433914185,0.6354756951332092,-0.059607237577438354,0.43153610825538635,0.6206009387969971,-0.061873774975538254,0.4334242045879364,0.45771774649620056,0.012789512053132057,0.43181681632995605,0.8328844308853149,-0.015180571004748344,0.4316389262676239,0.7100878953933716,-0.031307995319366455,0.4320511221885681,0.7161293029785156,-0.03132926672697067,0.4791524112224579,0.7195634841918945,-0.008070006035268307,0.38506779074668884,0.7180654406547546,-0.0068654343485832214,0.4316597878932953,0.7997324466705322,-0.030901411548256874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asthama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47225362062454224,0.6491376161575317,-0.060056231915950775,0.4724283814430237,0.6341236233711243,-0.0624232180416584,0.4680462181568146,0.4632306396961212,0.01169296633452177,0.46584373712539673,0.8418982028961182,-0.013396837748587132,0.4690152406692505,0.7220894694328308,-0.03140370920300484,0.4694007635116577,0.7283019423484802,-0.03134722635149956,0.5130109786987305,0.732064425945282,-0.0031404304318130016,0.42012566328048706,0.7294777035713196,-0.012244870886206627,0.46761855483055115,0.8105726838111877,-0.029569117352366447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asthama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49748164415359497,0.6474037170410156,-0.06007618084549904,0.4977665841579437,0.6321119070053101,-0.06245551258325577,0.490347295999527,0.4573858380317688,0.01126038283109665,0.48684072494506836,0.8417425751686096,-0.011726594530045986,0.49207621812820435,0.7208757400512695,-0.03149929270148277,0.4923102557659149,0.7279447317123413,-0.03092685341835022,0.5328353047370911,0.7314301133155823,-0.0008963380823843181,0.44274401664733887,0.7289396524429321,-0.015339555218815804,0.4896191358566284,0.8105257749557495,-0.02788080833852291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asthama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4992256462574005,0.6378285884857178,-0.05991159379482269,0.49946361780166626,0.6225926280021667,-0.061798691749572754,0.4908929467201233,0.45205527544021606,0.019628169015049934,0.4882483184337616,0.8370237946510315,-0.01880171149969101,0.4935462176799774,0.7135950326919556,-0.034449975937604904,0.4938037097454071,0.7209946513175964,-0.034425217658281326,0.5335763096809387,0.7262123823165894,-0.004267681390047073,0.44463014602661133,0.7235010266304016,-0.019870812073349953,0.4912242293357849,0.8047004342079163,-0.03363325819373131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asthama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5015073418617249,0.6270520687103271,-0.05954715609550476,0.501657247543335,0.6119306683540344,-0.06091100350022316,0.4913915991783142,0.4473491311073303,0.028245529159903526,0.49103906750679016,0.8312377333641052,-0.026667598634958267,0.49591147899627686,0.7052842378616333,-0.03730190172791481,0.49618715047836304,0.7127760648727417,-0.03798200190067291,0.5356009602546692,0.7199375033378601,-0.007644721306860447,0.4470854699611664,0.7171971797943115,-0.023860756307840347,0.49407991766929626,0.7976024746894836,-0.04008866846561432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asthama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4992637634277344,0.6166821122169495,-0.05831505358219147,0.4994374215602875,0.6017634868621826,-0.05929350480437279,0.4902206361293793,0.44028937816619873,0.03406326100230217,0.48893865942955017,0.8201014995574951,-0.03182537853717804,0.4940813481807709,0.693701982498169,-0.03883935883641243,0.49422648549079895,0.701339840888977,-0.0399065800011158,0.5327639579772949,0.7107255458831787,-0.011373946443200111,0.447211354970932,0.7071513533592224,-0.02619035914540291,0.49199438095092773,0.7857651710510254,-0.04401050880551338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asthama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47299888730049133,0.5978517532348633,-0.05800448730587959,0.4731072783470154,0.5832343697547913,-0.05832421034574509,0.4677584767341614,0.43193668127059937,0.04513624310493469,0.46625787019729614,0.8021615147590637,-0.04256713017821312,0.4699479043483734,0.6750321984291077,-0.04275165870785713,0.4703279435634613,0.6828480958938599,-0.04464762285351753,0.5105283856391907,0.6940728425979614,-0.01836971566081047,0.4244529902935028,0.6916833519935608,-0.027899274602532387,0.4684944152832031,0.7673206329345703,-0.05288252234458923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asthama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44219839572906494,0.5764763951301575,-0.05687445029616356,0.4422264099121094,0.5622239708900452,-0.05655867978930473,0.44210076332092285,0.4239460229873657,0.05464770644903183,0.4401716887950897,0.7821784019470215,-0.0528520792722702,0.4418392479419708,0.6540603041648865,-0.04540717974305153,0.4421023726463318,0.6605152487754822,-0.04801907017827034,0.48411157727241516,0.6746218800544739,-0.026461699977517128,0.39976614713668823,0.6726811528205872,-0.027648216113448143,0.44108861684799194,0.7446702122688293,-0.06134886294603348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
